Region,Subregion,Country,Indicator,Year,Source,value
Asia,Western Asia,Georgia,Homicide rate,1997,UNSDC,6.1
Asia,Western Asia,Israel,Homicide rate,1997,UNSDC,2.8
Asia,Western Asia,Jordan,Homicide rate,1997,UNSDC,0.9
Asia,Western Asia,State of Palestine,Homicide rate,1997,UNSDC,1.6
Asia,Western Asia,Cyprus,Homicide count,1998,Eurostat,7
Asia,Western Asia,Cyprus,Homicide rate,1998,Eurostat,0.8
Asia,Western Asia,Israel,Homicide count,1998,NSO,147
Asia,Western Asia,Syrian Arab Republic,Homicide count,1998,NSO,336
Asia,Western Asia,Israel,Homicide rate,1998,NSO,2.6
Asia,Western Asia,Syrian Arab Republic,Homicide rate,1998,NSO,2.2
Asia,Western Asia,Armenia,Homicide rate,1998,TransMonEE,3
Asia,Western Asia,Azerbaijan,Homicide count,1998,UNSDC,280
Asia,Western Asia,Georgia,Homicide count,1998,UNSDC,243
Asia,Western Asia,Qatar,Homicide count,1998,UNSDC,2
Asia,Western Asia,State of Palestine,Homicide count,1998,UNSDC,45
Asia,Western Asia,Yemen,Homicide count,1998,UNSDC,615
Asia,Western Asia,Azerbaijan,Homicide rate,1998,UNSDC,3.5
Asia,Western Asia,Georgia,Homicide rate,1998,UNSDC,5.3
Asia,Western Asia,Qatar,Homicide rate,1998,UNSDC,0.4
Asia,Western Asia,State of Palestine,Homicide rate,1998,UNSDC,1.5
Asia,Western Asia,Yemen,Homicide rate,1998,UNSDC,3.7
Asia,Western Asia,Cyprus,Homicide count,1999,Eurostat,10
Asia,Western Asia,Cyprus,Homicide rate,1999,Eurostat,1.1
Asia,Western Asia,Israel,Homicide count,1999,NSO,137
Asia,Western Asia,Saudi Arabia,Homicide count,1999,NSO,184
Asia,Western Asia,Syrian Arab Republic,Homicide count,1999,NSO,330
Asia,Western Asia,Israel,Homicide rate,1999,NSO,2.4
Asia,Western Asia,Saudi Arabia,Homicide rate,1999,NSO,0.9
Asia,Western Asia,Syrian Arab Republic,Homicide rate,1999,NSO,2.1
Asia,Western Asia,Armenia,Homicide rate,1999,TransMonEE,2.9
Asia,Western Asia,Azerbaijan,Homicide count,1999,UNSDC,242
Asia,Western Asia,Georgia,Homicide count,1999,UNSDC,244
Asia,Western Asia,Qatar,Homicide count,1999,UNSDC,3
Asia,Western Asia,State of Palestine,Homicide count,1999,UNSDC,54
Asia,Western Asia,Yemen,Homicide count,1999,UNSDC,1024
Asia,Western Asia,Azerbaijan,Homicide rate,1999,UNSDC,3
Asia,Western Asia,Georgia,Homicide rate,1999,UNSDC,5.5
Asia,Western Asia,Qatar,Homicide rate,1999,UNSDC,0.5
Asia,Western Asia,State of Palestine,Homicide rate,1999,UNSDC,1.7
Asia,Western Asia,Yemen,Homicide rate,1999,UNSDC,6.1
Asia,Western Asia,Cyprus,Homicide count,2000,Eurostat,8
Asia,Western Asia,Cyprus,Homicide rate,2000,Eurostat,0.8
Asia,Western Asia,Israel,Homicide count,2000,NSO,154
Asia,Western Asia,Saudi Arabia,Homicide count,2000,NSO,173
Asia,Western Asia,State of Palestine,Homicide count,2000,NSO,42
Asia,Western Asia,Syrian Arab Republic,Homicide count,2000,NSO,357
Asia,Western Asia,Israel,Homicide rate,2000,NSO,2.6
Asia,Western Asia,Saudi Arabia,Homicide rate,2000,NSO,0.8
Asia,Western Asia,State of Palestine,Homicide rate,2000,NSO,1.3
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2000,NSO,2.2
Asia,Western Asia,Armenia,Homicide rate,2000,TransMonEE,3
Asia,Western Asia,Azerbaijan,Homicide count,2000,UNSDC,226
Asia,Western Asia,Georgia,Homicide count,2000,UNSDC,239
Asia,Western Asia,Qatar,Homicide count,2000,UNSDC,1
Asia,Western Asia,Yemen,Homicide count,2000,UNSDC,697
Asia,Western Asia,Azerbaijan,Homicide rate,2000,UNSDC,2.8
Asia,Western Asia,Georgia,Homicide rate,2000,UNSDC,5.5
Asia,Western Asia,Qatar,Homicide rate,2000,UNSDC,0.2
Asia,Western Asia,Yemen,Homicide rate,2000,UNSDC,4
Asia,Western Asia,Qatar,Homicide count,2001,MD,5
Asia,Western Asia,Qatar,Homicide rate,2001,MD,0.8
Asia,Western Asia,Israel,Homicide count,2001,NSO,193
Asia,Western Asia,Saudi Arabia,Homicide count,2001,NSO,229
Asia,Western Asia,State of Palestine,Homicide count,2001,NSO,56
Asia,Western Asia,Syrian Arab Republic,Homicide count,2001,NSO,376
Asia,Western Asia,Israel,Homicide rate,2001,NSO,3.2
Asia,Western Asia,Saudi Arabia,Homicide rate,2001,NSO,1.1
Asia,Western Asia,State of Palestine,Homicide rate,2001,NSO,1.7
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2001,NSO,2.2
Asia,Western Asia,Georgia,Homicide count,2001,TransMonEE,263
Asia,Western Asia,Armenia,Homicide rate,2001,TransMonEE,2.9
Asia,Western Asia,Georgia,Homicide rate,2001,TransMonEE,6.1
Asia,Western Asia,Azerbaijan,Homicide count,2001,UNSDC,218
Asia,Western Asia,Bahrain,Homicide count,2001,UNSDC,9
Asia,Western Asia,Cyprus,Homicide count,2001,UNSDC,7
Asia,Western Asia,Kuwait,Homicide count,2001,UNSDC,39
Asia,Western Asia,Azerbaijan,Homicide rate,2001,UNSDC,2.7
Asia,Western Asia,Bahrain,Homicide rate,2001,UNSDC,1.3
Asia,Western Asia,Cyprus,Homicide rate,2001,UNSDC,0.7
Asia,Western Asia,Kuwait,Homicide rate,2001,UNSDC,1.9
Asia,Western Asia,Israel,Homicide count,2002,NSO,208
Asia,Western Asia,Oman,Homicide count,2002,NSO,28
Asia,Western Asia,Saudi Arabia,Homicide count,2002,NSO,285
Asia,Western Asia,State of Palestine,Homicide count,2002,NSO,85
Asia,Western Asia,Syrian Arab Republic,Homicide count,2002,NSO,368
Asia,Western Asia,Israel,Homicide rate,2002,NSO,3.4
Asia,Western Asia,Oman,Homicide rate,2002,NSO,1.2
Asia,Western Asia,Saudi Arabia,Homicide rate,2002,NSO,1.3
Asia,Western Asia,State of Palestine,Homicide rate,2002,NSO,2.5
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2002,NSO,2.2
Asia,Western Asia,Georgia,Homicide count,2002,TransMonEE,292
Asia,Western Asia,Armenia,Homicide rate,2002,TransMonEE,2.3
Asia,Western Asia,Georgia,Homicide rate,2002,TransMonEE,6.9
Asia,Western Asia,Azerbaijan,Homicide count,2002,UNSDC,212
Asia,Western Asia,Bahrain,Homicide count,2002,UNSDC,8
Asia,Western Asia,Cyprus,Homicide count,2002,UNSDC,2
Asia,Western Asia,Kuwait,Homicide count,2002,UNSDC,23
Asia,Western Asia,Azerbaijan,Homicide rate,2002,UNSDC,2.6
Asia,Western Asia,Bahrain,Homicide rate,2002,UNSDC,1.1
Asia,Western Asia,Cyprus,Homicide rate,2002,UNSDC,0.2
Asia,Western Asia,Kuwait,Homicide rate,2002,UNSDC,1.1
Asia,Western Asia,Azerbaijan,Homicide count,2003,CTS,183
Asia,Western Asia,Bahrain,Homicide count,2003,CTS,3
Asia,Western Asia,Cyprus,Homicide count,2003,CTS,14
Asia,Western Asia,Georgia,Homicide count,2003,CTS,302
Asia,Western Asia,State of Palestine,Homicide count,2003,CTS,94
Asia,Western Asia,Turkey,Homicide count,2003,CTS,2837
Asia,Western Asia,United Arab Emirates,Homicide count,2003,CTS,45
Asia,Western Asia,Armenia,Homicide rate,2003,CTS,2.5
Asia,Western Asia,Azerbaijan,Homicide rate,2003,CTS,2.2
Asia,Western Asia,Bahrain,Homicide rate,2003,CTS,0.4
Asia,Western Asia,Cyprus,Homicide rate,2003,CTS,1.4
Asia,Western Asia,Georgia,Homicide rate,2003,CTS,7.1
Asia,Western Asia,State of Palestine,Homicide rate,2003,CTS,2.7
Asia,Western Asia,Turkey,Homicide rate,2003,CTS,4.3
Asia,Western Asia,United Arab Emirates,Homicide rate,2003,CTS,1.2
Asia,Western Asia,Kuwait,Homicide count,2003,NP,29
Asia,Western Asia,Kuwait,Homicide rate,2003,NP,1.3
Asia,Western Asia,Israel,Homicide count,2003,NSO,171
Asia,Western Asia,Oman,Homicide count,2003,NSO,35
Asia,Western Asia,Saudi Arabia,Homicide count,2003,NSO,250
Asia,Western Asia,Syrian Arab Republic,Homicide count,2003,NSO,405
Asia,Western Asia,Yemen,Homicide count,2003,NSO,704
Asia,Western Asia,Israel,Homicide rate,2003,NSO,2.7
Asia,Western Asia,Oman,Homicide rate,2003,NSO,1.5
Asia,Western Asia,Saudi Arabia,Homicide rate,2003,NSO,1.1
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2003,NSO,2.3
Asia,Western Asia,Yemen,Homicide rate,2003,NSO,3.7
Asia,Western Asia,Armenia,Homicide count,2004,CTS,83
Asia,Western Asia,Azerbaijan,Homicide count,2004,CTS,201
Asia,Western Asia,Bahrain,Homicide count,2004,CTS,7
Asia,Western Asia,Cyprus,Homicide count,2004,CTS,16
Asia,Western Asia,Georgia,Homicide count,2004,CTS,298
Asia,Western Asia,Turkey,Homicide count,2004,CTS,2914
Asia,Western Asia,United Arab Emirates,Homicide count,2004,CTS,27
Asia,Western Asia,Armenia,Homicide rate,2004,CTS,2.8
Asia,Western Asia,Azerbaijan,Homicide rate,2004,CTS,2.4
Asia,Western Asia,Bahrain,Homicide rate,2004,CTS,0.8
Asia,Western Asia,Cyprus,Homicide rate,2004,CTS,1.6
Asia,Western Asia,Georgia,Homicide rate,2004,CTS,7.1
Asia,Western Asia,Turkey,Homicide rate,2004,CTS,4.3
Asia,Western Asia,United Arab Emirates,Homicide rate,2004,CTS,0.7
Asia,Western Asia,Qatar,Homicide count,2004,MD,5
Asia,Western Asia,Qatar,Homicide rate,2004,MD,0.7
Asia,Western Asia,Kuwait,Homicide count,2004,NP,43
Asia,Western Asia,Kuwait,Homicide rate,2004,NP,2
Asia,Western Asia,Israel,Homicide count,2004,NSO,159
Asia,Western Asia,Oman,Homicide count,2004,NSO,42
Asia,Western Asia,Saudi Arabia,Homicide count,2004,NSO,301
Asia,Western Asia,Syrian Arab Republic,Homicide count,2004,NSO,426
Asia,Western Asia,Yemen,Homicide count,2004,NSO,646
Asia,Western Asia,Israel,Homicide rate,2004,NSO,2.5
Asia,Western Asia,Oman,Homicide rate,2004,NSO,1.7
Asia,Western Asia,Saudi Arabia,Homicide rate,2004,NSO,1.3
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2004,NSO,2.4
Asia,Western Asia,Yemen,Homicide rate,2004,NSO,3.3
Asia,Western Asia,State of Palestine,Homicide count,2004,SDG,96
Asia,Western Asia,State of Palestine,Homicide rate,2004,SDG,2.7
Asia,Western Asia,Armenia,Homicide count,2005,CTS,58
Asia,Western Asia,Azerbaijan,Homicide count,2005,CTS,192
Asia,Western Asia,Bahrain,Homicide count,2005,CTS,4
Asia,Western Asia,Cyprus,Homicide count,2005,CTS,20
Asia,Western Asia,Georgia,Homicide count,2005,CTS,403
Asia,Western Asia,Jordan,Homicide count,2005,CTS,67
Asia,Western Asia,Turkey,Homicide count,2005,CTS,3305
Asia,Western Asia,United Arab Emirates,Homicide count,2005,CTS,56
Asia,Western Asia,Yemen,Homicide count,2005,CTS,945
Asia,Western Asia,Armenia,Homicide rate,2005,CTS,1.9
Asia,Western Asia,Azerbaijan,Homicide rate,2005,CTS,2.2
Asia,Western Asia,Bahrain,Homicide rate,2005,CTS,0.4
Asia,Western Asia,Cyprus,Homicide rate,2005,CTS,1.9
Asia,Western Asia,Georgia,Homicide rate,2005,CTS,9.6
Asia,Western Asia,Jordan,Homicide rate,2005,CTS,1.2
Asia,Western Asia,Turkey,Homicide rate,2005,CTS,4.9
Asia,Western Asia,United Arab Emirates,Homicide rate,2005,CTS,1.2
Asia,Western Asia,Yemen,Homicide rate,2005,CTS,4.7
Asia,Western Asia,Qatar,Homicide count,2005,MD,6
Asia,Western Asia,Qatar,Homicide rate,2005,MD,0.7
Asia,Western Asia,Kuwait,Homicide count,2005,NP,41
Asia,Western Asia,Kuwait,Homicide rate,2005,NP,1.8
Asia,Western Asia,Israel,Homicide count,2005,NSO,169
Asia,Western Asia,Oman,Homicide count,2005,NSO,53
Asia,Western Asia,Saudi Arabia,Homicide count,2005,NSO,297
Asia,Western Asia,State of Palestine,Homicide count,2005,NSO,83
Asia,Western Asia,Syrian Arab Republic,Homicide count,2005,NSO,430
Asia,Western Asia,Israel,Homicide rate,2005,NSO,2.6
Asia,Western Asia,Oman,Homicide rate,2005,NSO,2.1
Asia,Western Asia,Saudi Arabia,Homicide rate,2005,NSO,1.2
Asia,Western Asia,State of Palestine,Homicide rate,2005,NSO,2.3
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2005,NSO,2.3
Asia,Western Asia,Armenia,Homicide count,2006,CTS,79
Asia,Western Asia,Azerbaijan,Homicide count,2006,CTS,190
Asia,Western Asia,Bahrain,Homicide count,2006,CTS,7
Asia,Western Asia,Cyprus,Homicide count,2006,CTS,15
Asia,Western Asia,Georgia,Homicide count,2006,CTS,323
Asia,Western Asia,Jordan,Homicide count,2006,CTS,100
Asia,Western Asia,Turkey,Homicide count,2006,CTS,3168
Asia,Western Asia,United Arab Emirates,Homicide count,2006,CTS,39
Asia,Western Asia,Yemen,Homicide count,2006,CTS,895
Asia,Western Asia,Armenia,Homicide rate,2006,CTS,2.7
Asia,Western Asia,Azerbaijan,Homicide rate,2006,CTS,2.2
Asia,Western Asia,Bahrain,Homicide rate,2006,CTS,0.7
Asia,Western Asia,Cyprus,Homicide rate,2006,CTS,1.4
Asia,Western Asia,Georgia,Homicide rate,2006,CTS,7.7
Asia,Western Asia,Jordan,Homicide rate,2006,CTS,1.7
Asia,Western Asia,Turkey,Homicide rate,2006,CTS,4.6
Asia,Western Asia,United Arab Emirates,Homicide rate,2006,CTS,0.7
Asia,Western Asia,Yemen,Homicide rate,2006,CTS,4.3
Asia,Western Asia,Qatar,Homicide count,2006,MD,5
Asia,Western Asia,Qatar,Homicide rate,2006,MD,0.5
Asia,Western Asia,Kuwait,Homicide count,2006,NP,45
Asia,Western Asia,Kuwait,Homicide rate,2006,NP,1.9
Asia,Western Asia,Israel,Homicide count,2006,NSO,153
Asia,Western Asia,Oman,Homicide count,2006,NSO,121
Asia,Western Asia,Saudi Arabia,Homicide count,2006,NSO,255
Asia,Western Asia,Syrian Arab Republic,Homicide count,2006,NSO,446
Asia,Western Asia,Israel,Homicide rate,2006,NSO,2.3
Asia,Western Asia,Oman,Homicide rate,2006,NSO,4.7
Asia,Western Asia,Saudi Arabia,Homicide rate,2006,NSO,1
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2006,NSO,2.3
Asia,Western Asia,Armenia,Homicide count,2007,CTS,77
Asia,Western Asia,Azerbaijan,Homicide count,2007,CTS,189
Asia,Western Asia,Bahrain,Homicide count,2007,CTS,4
Asia,Western Asia,Cyprus,Homicide count,2007,CTS,13
Asia,Western Asia,Georgia,Homicide count,2007,CTS,330
Asia,Western Asia,Jordan,Homicide count,2007,CTS,112
Asia,Western Asia,Kuwait,Homicide count,2007,CTS,59
Asia,Western Asia,Turkey,Homicide count,2007,CTS,3599
Asia,Western Asia,Yemen,Homicide count,2007,CTS,850
Asia,Western Asia,Armenia,Homicide rate,2007,CTS,2.6
Asia,Western Asia,Azerbaijan,Homicide rate,2007,CTS,2.2
Asia,Western Asia,Bahrain,Homicide rate,2007,CTS,0.4
Asia,Western Asia,Cyprus,Homicide rate,2007,CTS,1.2
Asia,Western Asia,Georgia,Homicide rate,2007,CTS,7.9
Asia,Western Asia,Jordan,Homicide rate,2007,CTS,1.8
Asia,Western Asia,Kuwait,Homicide rate,2007,CTS,2.4
Asia,Western Asia,Turkey,Homicide rate,2007,CTS,5.2
Asia,Western Asia,Yemen,Homicide rate,2007,CTS,4
Asia,Western Asia,Qatar,Homicide count,2007,MD,9
Asia,Western Asia,Qatar,Homicide rate,2007,MD,0.7
Asia,Western Asia,Israel,Homicide count,2007,NSO,135
Asia,Western Asia,Oman,Homicide count,2007,NSO,37
Asia,Western Asia,Saudi Arabia,Homicide count,2007,NSO,265
Asia,Western Asia,Syrian Arab Republic,Homicide count,2007,NSO,533
Asia,Western Asia,Israel,Homicide rate,2007,NSO,2
Asia,Western Asia,Oman,Homicide rate,2007,NSO,1.4
Asia,Western Asia,Saudi Arabia,Homicide rate,2007,NSO,1.1
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2007,NSO,2.7
Asia,Western Asia,Armenia,Homicide count,2008,CTS,97
Asia,Western Asia,Azerbaijan,Homicide count,2008,CTS,192
Asia,Western Asia,Bahrain,Homicide count,2008,CTS,6
Asia,Western Asia,Cyprus,Homicide count,2008,CTS,9
Asia,Western Asia,Georgia,Homicide count,2008,CTS,263
Asia,Western Asia,Iraq,Homicide count,2008,CTS,4596
Asia,Western Asia,Iraq (Central Iraq),Homicide count,2008,CTS,4452
Asia,Western Asia,Iraq (Kurdistan Region),Homicide count,2008,CTS,144
Asia,Western Asia,Jordan,Homicide count,2008,CTS,120
Asia,Western Asia,Kuwait,Homicide count,2008,CTS,38
Asia,Western Asia,Lebanon,Homicide count,2008,CTS,183
Asia,Western Asia,Turkey,Homicide count,2008,CTS,3257
Asia,Western Asia,Yemen,Homicide count,2008,CTS,874
Asia,Western Asia,Armenia,Homicide rate,2008,CTS,3.3
Asia,Western Asia,Azerbaijan,Homicide rate,2008,CTS,2.2
Asia,Western Asia,Bahrain,Homicide rate,2008,CTS,0.5
Asia,Western Asia,Cyprus,Homicide rate,2008,CTS,0.8
Asia,Western Asia,Georgia,Homicide rate,2008,CTS,6.3
Asia,Western Asia,Iraq,Homicide rate,2008,CTS,16.2
Asia,Western Asia,Iraq (Central Iraq),Homicide rate,2008,CTS,17.9
Asia,Western Asia,Iraq (Kurdistan Region),Homicide rate,2008,CTS,3.3
Asia,Western Asia,Jordan,Homicide rate,2008,CTS,1.8
Asia,Western Asia,Kuwait,Homicide rate,2008,CTS,1.4
Asia,Western Asia,Lebanon,Homicide rate,2008,CTS,3.8
Asia,Western Asia,Turkey,Homicide rate,2008,CTS,4.6
Asia,Western Asia,Yemen,Homicide rate,2008,CTS,4
Asia,Western Asia,Qatar,Homicide count,2008,MD,12
Asia,Western Asia,Qatar,Homicide rate,2008,MD,0.8
Asia,Western Asia,Israel,Homicide count,2008,NSO,120
Asia,Western Asia,Oman,Homicide count,2008,NSO,47
Asia,Western Asia,State of Palestine,Homicide count,2008,NSO,47
Asia,Western Asia,Syrian Arab Republic,Homicide count,2008,NSO,529
Asia,Western Asia,Israel,Homicide rate,2008,NSO,1.7
Asia,Western Asia,Oman,Homicide rate,2008,NSO,1.7
Asia,Western Asia,State of Palestine,Homicide rate,2008,NSO,1.2
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2008,NSO,2.6
Asia,Western Asia,Armenia,Homicide count,2009,CTS,97
Asia,Western Asia,Cyprus,Homicide count,2009,CTS,19
Asia,Western Asia,Georgia,Homicide count,2009,CTS,210
Asia,Western Asia,Iraq,Homicide count,2009,CTS,2554
Asia,Western Asia,Iraq (Central Iraq),Homicide count,2009,CTS,2458
Asia,Western Asia,Iraq (Kurdistan Region),Homicide count,2009,CTS,96
Asia,Western Asia,Jordan,Homicide count,2009,CTS,102
Asia,Western Asia,Kuwait,Homicide count,2009,CTS,49
Asia,Western Asia,Lebanon,Homicide count,2009,CTS,145
Asia,Western Asia,State of Palestine,Homicide count,2009,CTS,44
Asia,Western Asia,Turkey,Homicide count,2009,CTS,3692
Asia,Western Asia,Yemen,Homicide count,2009,CTS,990
Asia,Western Asia,Armenia,Homicide rate,2009,CTS,3.4
Asia,Western Asia,Cyprus,Homicide rate,2009,CTS,1.7
Asia,Western Asia,Georgia,Homicide rate,2009,CTS,5.1
Asia,Western Asia,Iraq,Homicide rate,2009,CTS,8.8
Asia,Western Asia,Iraq (Central Iraq),Homicide rate,2009,CTS,9.6
Asia,Western Asia,Iraq (Kurdistan Region),Homicide rate,2009,CTS,2.2
Asia,Western Asia,Jordan,Homicide rate,2009,CTS,1.5
Asia,Western Asia,Kuwait,Homicide rate,2009,CTS,1.7
Asia,Western Asia,Lebanon,Homicide rate,2009,CTS,3
Asia,Western Asia,State of Palestine,Homicide rate,2009,CTS,1.1
Asia,Western Asia,Turkey,Homicide rate,2009,CTS,5.2
Asia,Western Asia,Yemen,Homicide rate,2009,CTS,4.4
Asia,Western Asia,Qatar,Homicide count,2009,MD,8
Asia,Western Asia,Qatar,Homicide rate,2009,MD,0.5
Asia,Western Asia,Bahrain,Homicide count,2009,NP,13
Asia,Western Asia,Bahrain,Homicide rate,2009,NP,1.1
Asia,Western Asia,Israel,Homicide count,2009,NSO,144
Asia,Western Asia,Oman,Homicide count,2009,NSO,37
Asia,Western Asia,Syrian Arab Republic,Homicide count,2009,NSO,476
Asia,Western Asia,Israel,Homicide rate,2009,NSO,2
Asia,Western Asia,Oman,Homicide rate,2009,NSO,1.3
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2009,NSO,2.2
Asia,Western Asia,Armenia,Homicide count,2010,CTS,56
Asia,Western Asia,Azerbaijan,Homicide count,2010,CTS,206
Asia,Western Asia,Cyprus,Homicide count,2010,CTS,8
Asia,Western Asia,Georgia,Homicide count,2010,CTS,187
Asia,Western Asia,Iraq,Homicide count,2010,CTS,2691
Asia,Western Asia,Iraq (Central Iraq),Homicide count,2010,CTS,2553
Asia,Western Asia,Iraq (Kurdistan Region),Homicide count,2010,CTS,138
Asia,Western Asia,Jordan,Homicide count,2010,CTS,116
Asia,Western Asia,Kuwait,Homicide count,2010,CTS,60
Asia,Western Asia,Lebanon,Homicide count,2010,CTS,163
Asia,Western Asia,Turkey,Homicide count,2010,CTS,3064
Asia,Western Asia,United Arab Emirates,Homicide count,2010,CTS,67
Asia,Western Asia,Armenia,Homicide rate,2010,CTS,1.9
Asia,Western Asia,Azerbaijan,Homicide rate,2010,CTS,2.3
Asia,Western Asia,Cyprus,Homicide rate,2010,CTS,0.7
Asia,Western Asia,Georgia,Homicide rate,2010,CTS,4.6
Asia,Western Asia,Iraq,Homicide rate,2010,CTS,9
Asia,Western Asia,Iraq (Central Iraq),Homicide rate,2010,CTS,9.7
Asia,Western Asia,Iraq (Kurdistan Region),Homicide rate,2010,CTS,3
Asia,Western Asia,Jordan,Homicide rate,2010,CTS,1.6
Asia,Western Asia,Kuwait,Homicide rate,2010,CTS,2
Asia,Western Asia,Lebanon,Homicide rate,2010,CTS,3.3
Asia,Western Asia,Turkey,Homicide rate,2010,CTS,4.2
Asia,Western Asia,United Arab Emirates,Homicide rate,2010,CTS,0.8
Asia,Western Asia,Qatar,Homicide count,2010,MD,4
Asia,Western Asia,Qatar,Homicide rate,2010,MD,0.2
Asia,Western Asia,Bahrain,Homicide count,2010,NP,11
Asia,Western Asia,Bahrain,Homicide rate,2010,NP,0.9
Asia,Western Asia,Israel,Homicide count,2010,NSO,150
Asia,Western Asia,Oman,Homicide count,2010,NSO,48
Asia,Western Asia,Syrian Arab Republic,Homicide count,2010,NSO,463
Asia,Western Asia,Yemen,Homicide count,2010,NSO,1099
Asia,Western Asia,Israel,Homicide rate,2010,NSO,2
Asia,Western Asia,Oman,Homicide rate,2010,NSO,1.6
Asia,Western Asia,Syrian Arab Republic,Homicide rate,2010,NSO,2.2
Asia,Western Asia,Yemen,Homicide rate,2010,NSO,4.7
Asia,Western Asia,State of Palestine,Homicide count,2010,SDG,32
Asia,Western Asia,State of Palestine,Homicide rate,2010,SDG,0.8
Asia,Western Asia,Armenia,Homicide count,2011,CTS,71
Asia,Western Asia,Cyprus,Homicide count,2011,CTS,9
Asia,Western Asia,Iraq,Homicide count,2011,CTS,2634
Asia,Western Asia,Iraq (Central Iraq),Homicide count,2011,CTS,2518
Asia,Western Asia,Iraq (Kurdistan Region),Homicide count,2011,CTS,116
Asia,Western Asia,Jordan,Homicide count,2011,CTS,141
Asia,Western Asia,Kuwait,Homicide count,2011,CTS,59
Asia,Western Asia,Lebanon,Homicide count,2011,CTS,168
Asia,Western Asia,Turkey,Homicide count,2011,CTS,3061
Asia,Western Asia,United Arab Emirates,Homicide count,2011,CTS,51
Asia,Western Asia,Armenia,Homicide rate,2011,CTS,2.5
Asia,Western Asia,Cyprus,Homicide rate,2011,CTS,0.8
Asia,Western Asia,Iraq,Homicide rate,2011,CTS,8.6
Asia,Western Asia,Iraq (Central Iraq),Homicide rate,2011,CTS,9.3
Asia,Western Asia,Iraq (Kurdistan Region),Homicide rate,2011,CTS,2.5
Asia,Western Asia,Jordan,Homicide rate,2011,CTS,1.8
Asia,Western Asia,Kuwait,Homicide rate,2011,CTS,1.9
Asia,Western Asia,Lebanon,Homicide rate,2011,CTS,3.2
Asia,Western Asia,Turkey,Homicide rate,2011,CTS,4.2
Asia,Western Asia,United Arab Emirates,Homicide rate,2011,CTS,0.6
Asia,Western Asia,Qatar,Homicide count,2011,MD,4
Asia,Western Asia,Qatar,Homicide rate,2011,MD,0.2
Asia,Western Asia,Bahrain,Homicide count,2011,NP,7
Asia,Western Asia,Bahrain,Homicide rate,2011,NP,0.5
Asia,Western Asia,Israel,Homicide count,2011,NSO,147
Asia,Western Asia,Oman,Homicide count,2011,NSO,34
Asia,Western Asia,Yemen,Homicide count,2011,NSO,1375
Asia,Western Asia,Israel,Homicide rate,2011,NSO,2
Asia,Western Asia,Oman,Homicide rate,2011,NSO,1
Asia,Western Asia,Yemen,Homicide rate,2011,NSO,5.8
Asia,Western Asia,State of Palestine,Homicide count,2011,SDG,24
Asia,Western Asia,State of Palestine,Homicide rate,2011,SDG,0.6
Asia,Western Asia,Armenia,Homicide count,2012,CTS,65
Asia,Western Asia,Azerbaijan,Homicide count,2012,CTS,202
Asia,Western Asia,Cyprus,Homicide count,2012,CTS,22
Asia,Western Asia,Iraq,Homicide count,2012,CTS,2697
Asia,Western Asia,Iraq (Central Iraq),Homicide count,2012,CTS,2594
